断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况,数据时间
拖山,2024/4/30 12:00,Ⅳ,20.2,8.07,8.09,441.2,57.1,4.11,0.025,0.078,2.01,0.042,18816110,正常,2024_04_30_15h25m
落蓬湾,2024/4/30 12:00,Ⅲ,21.1,7.36,5.2,361.2,85.3,4.13,0.132,0.052,2.24,*,*,正常,2024_04_30_15h25m
汤溇,2024/4/30 12:00,Ⅱ,20.9,7.9,7.87,386.4,58.4,2.39,0.083,0.033,2,*,*,正常,2024_04_30_15h25m
小梅口,2024/4/30 12:00,Ⅱ,20.5,7.6,7.46,301.4,52.3,3.22,0.041,0.053,2.17,*,*,正常,2024_04_30_15h25m
锡东水厂,2024/4/30 16:00,Ⅲ,17.4,8.33,8.56,475,36.3,2,0.025,0.028,1.1,0.005,1959050,正常,2024_04_30_19h26m
兰山嘴,2024/4/30 16:00,Ⅴ,19.7,7.55,8.8,382.3,123.8,3.46,0.025,0.119,2.58,0.007,9913043,正常,2024_04_30_19h26m
拖山,2024/4/30 16:00,Ⅳ,19.9,8.07,7.99,446.4,85.5,4.57,0.025,0.097,2.2,0.045,21863290,正常,2024_04_30_19h26m
落蓬湾,2024/4/30 16:00,Ⅲ,20.9,7.68,5.67,363.2,80.8,3.73,0.105,0.055,2.18,*,*,正常,2024_04_30_19h26m
汤溇,2024/4/30 16:00,Ⅱ,20.5,7.81,7.78,369.6,99.4,2.79,0.135,0.044,2.26,*,*,正常,2024_04_30_19h26m
小梅口,2024/4/30 16:00,Ⅱ,20.2,7.66,8.01,279.1,66.2,3.06,0.055,0.055,2.5,*,*,正常,2024_04_30_19h26m
锡东水厂,2024/4/30 20:00,Ⅲ,16.8,8.32,8.62,474.9,34.8,2.34,0.025,0.031,1.11,0.005,1653100,正常,2024_04_30_23h27m
兰山嘴,2024/4/30 20:00,Ⅴ,19.2,7.54,8.84,381.9,130.4,3.45,0.025,0.111,2.28,0.006,9913043,正常,2024_04_30_23h27m
拖山,2024/4/30 20:00,Ⅳ,19.5,7.93,7.57,445.8,93.6,4.41,0.025,0.098,1.9,0.043,22914190,正常,2024_04_30_23h27m
落蓬湾,2024/4/30 20:00,Ⅲ,20.5,7.63,5.84,364.7,65.5,3.67,0.098,0.045,2.29,*,*,正常,2024_04_30_23h27m
汤溇,2024/4/30 20:00,Ⅱ,19.8,7.94,8.21,387.9,83.7,2.75,0.104,0.042,2.11,*,*,正常,2024_04_30_23h27m
小梅口,2024/4/30 20:00,Ⅱ,20,7.64,7.8,281.4,62.6,2.97,0.056,0.052,2.59,*,*,正常,2024_04_30_23h27m
锡东水厂,2024/4/30 20:00,Ⅲ,16.8,8.32,8.62,474.9,34.8,2.34,0.025,0.031,1.11,0.005,1653100,正常,2024_05_01_03h27m
兰山嘴,2024/5/1 0:00,Ⅴ,18.8,7.53,8.88,383.5,126.9,3.45,0.025,0.114,2.28,0.005,9391304,正常,2024_05_01_03h27m
拖山,2024/5/1 0:00,Ⅳ,19.1,7.75,7.19,448.3,94.1,4.41,0.025,0.085,1.9,0.031,19470250,正常,2024_05_01_03h27m
落蓬湾,2024/5/1 0:00,Ⅱ,20.2,7.74,6.1,365.3,59,3.67,0.098,0.045,2.29,*,*,正常,2024_05_01_03h27m
汤溇,2024/4/30 20:00,Ⅱ,19.8,7.94,8.21,387.9,83.7,2.75,0.104,0.042,2.11,*,*,正常,2024_05_01_03h27m
小梅口,2024/5/1 0:00,Ⅱ,20,7.64,7.8,281.4,62.6,2.97,0.056,0.052,2.59,*,*,正常,2024_05_01_03h27m
锡东水厂,2024/5/1 4:00,Ⅲ,17,8.37,8.16,472.9,26.2,2.36,0.025,0.028,0.9,0.005,1808760,正常,2024_05_01_07h28m
兰山嘴,2024/5/1 4:00,Ⅴ,18.4,7.53,8.9,384.8,112.4,2.98,0.025,0.104,2.22,0.005,9043478,正常,2024_05_01_07h28m
拖山,2024/5/1 4:00,Ⅳ,18.7,7.64,7.05,447.2,73.9,3.56,0.025,0.077,1.75,0.028,16148920,正常,2024_05_01_07h28m
落蓬湾,2024/5/1 4:00,Ⅲ,19.9,7.69,5.62,364.1,54.9,3.58,0.106,0.044,2.23,*,*,正常,2024_05_01_07h28m
汤溇,2024/5/1 4:00,Ⅱ,18.8,7.99,8.43,415.9,94.3,2.97,0.114,0.041,1.94,*,*,正常,2024_05_01_07h28m
小梅口,2024/5/1 4:00,Ⅲ,19.7,7.44,5.88,323.2,36.2,3.11,0.051,0.048,2.3,*,*,正常,2024_05_01_07h28m
锡东水厂,2024/5/1 8:00,Ⅲ,16.6,8.36,8.21,472.9,26.5,2.36,0.027,0.028,0.83,0.003,1435920,正常,2024_05_01_11h29m
兰山嘴,2024/5/1 8:00,Ⅳ,18.2,7.53,8.92,391,89.8,2.79,0.025,0.085,2.21,0.004,8608696,正常,2024_05_01_11h29m
拖山,2024/5/1 8:00,Ⅳ,18.5,7.77,7.28,446.1,54.3,3.81,0.025,0.07,1.77,0.036,16343840,正常,2024_05_01_11h29m
落蓬湾,2024/5/1 8:00,Ⅲ,19.9,7.7,5.67,364.3,60.7,3.55,0.11,0.043,2.38,*,*,正常,2024_05_01_11h29m
汤溇,2024/5/1 8:00,Ⅱ,18.7,7.92,8.18,410.3,68.3,2.86,0.104,0.041,1.96,*,*,正常,2024_05_01_11h29m
小梅口,2024/5/1 8:00,Ⅳ,19.6,7.32,4.35,334.5,34.9,3.44,0.095,0.06,2.15,*,*,正常,2024_05_01_11h29m
锡东水厂,2024/5/1 12:00,Ⅲ,17.2,8.44,8.42,471.4,29,2.14,0.025,0.032,0.84,0.004,1824590,正常,2024_05_01_15h29m
兰山嘴,2024/5/1 12:00,Ⅳ,20.7,7.74,9.21,395.8,78.9,2.75,0.025,0.077,2.15,0.01,9521739,正常,2024_05_01_15h29m
拖山,2024/5/1 12:00,Ⅳ,20.6,8.34,10.05,444.8,40.9,4.66,0.025,0.067,2.04,0.038,21522530,正常,2024_05_01_15h29m
落蓬湾,2024/5/1 12:00,Ⅱ,20.5,7.77,6.41,366.3,85,3.48,0.086,0.042,2.26,*,*,正常,2024_05_01_15h29m
汤溇,2024/5/1 12:00,Ⅱ,19.6,7.86,8.02,404.1,48.2,2.59,0.096,0.034,1.95,*,*,正常,2024_05_01_15h29m
小梅口,2024/5/1 12:00,Ⅳ,20.2,7.29,4.96,303,38.1,3.14,0.11,0.061,2.42,*,*,正常,2024_05_01_15h29m
锡东水厂,2024/5/1 16:00,Ⅲ,18.1,8.47,8.7,472.5,33.3,2.14,0.025,0.029,0.9,0.004,1488840,正常,2024_05_01_19h30m
兰山嘴,2024/5/1 16:00,Ⅳ,22.8,7.92,10.23,452,59.5,2.63,0.025,0.074,2.3,0.01,8608696,正常,2024_05_01_19h30m
拖山,2024/5/1 16:00,Ⅳ,21.7,8.52,11.78,442.6,38.7,4.64,0.025,0.069,1.9,0.044,22443610,正常,2024_05_01_19h30m
落蓬湾,2024/5/1 16:00,Ⅱ,20.9,7.77,6.36,366.3,78.5,3.4,0.085,0.042,2.24,*,*,正常,2024_05_01_19h30m
汤溇,2024/5/1 16:00,Ⅱ,20.6,7.54,6.82,391.1,43.1,2.62,0.15,0.038,2.13,*,*,正常,2024_05_01_19h30m
小梅口,2024/5/1 16:00,Ⅲ,20.8,7.34,5.77,283.6,44.9,3.17,0.099,0.063,2.4,*,*,正常,2024_05_01_19h30m
锡东水厂,2024/5/1 20:00,Ⅲ,18.2,8.45,8.66,473.9,33,1.99,0.025,0.03,0.91,0.005,1877380,正常,2024_05_01_23h31m
兰山嘴,2024/5/1 20:00,Ⅳ,20.9,7.89,9.83,427.4,53.2,2.34,0.025,0.065,2.24,0.006,8652174,正常,2024_05_01_23h31m
拖山,2024/5/1 20:00,Ⅳ,20.9,8.35,10.53,442.8,60.7,3.79,0.025,0.095,1.71,0.039,14596990,正常,2024_05_01_23h31m
落蓬湾,2024/5/1 20:00,Ⅱ,20.8,7.77,6.32,366,80.6,3.5,0.089,0.04,2.27,*,*,正常,2024_05_01_23h31m
汤溇,2024/5/1 20:00,Ⅱ,20.9,7.53,6.78,383.8,35.6,2.67,0.148,0.039,2.12,*,*,正常,2024_05_01_23h31m
小梅口,2024/5/1 20:00,Ⅲ,20.7,7.29,5.86,249.8,47.1,2.86,0.07,0.056,2.57,*,*,正常,2024_05_01_23h31m
锡东水厂,2024/5/1 20:00,Ⅲ,18.2,8.45,8.66,473.9,33,1.99,0.025,0.03,0.91,0.005,1877380,正常,2024_05_02_03h31m
兰山嘴,2024/5/2 0:00,Ⅳ,18.7,7.48,9,397.3,73.4,2.34,0.025,0.065,2.24,0.004,8391304,正常,2024_05_02_03h31m
拖山,2024/5/2 0:00,Ⅳ,19.6,8.19,8.86,447.2,38.5,3.79,0.025,0.095,1.71,0.043,18549200,正常,2024_05_02_03h31m
落蓬湾,2024/5/2 0:00,Ⅱ,20.5,7.77,6.2,365.8,95.7,3.5,0.089,0.04,2.27,*,*,正常,2024_05_02_03h31m
汤溇,2024/5/1 20:00,Ⅱ,20.9,7.53,6.78,383.8,35.6,2.67,0.148,0.039,2.12,*,*,正常,2024_05_02_03h31m
小梅口,2024/5/2 0:00,Ⅲ,20.7,7.29,5.86,249.8,47.1,2.86,0.07,0.056,2.57,*,*,正常,2024_05_02_03h31m
锡东水厂,2024/5/2 4:00,Ⅲ,17.4,8.32,8.38,474.9,32.2,1.96,0.025,0.027,0.99,0.002,1314360,正常,2024_05_02_07h32m
兰山嘴,2024/5/2 4:00,Ⅳ,18.5,7.47,8.93,400.4,63.8,2.38,0.025,0.072,2.26,0.005,8521739,正常,2024_05_02_07h32m
拖山,2024/5/2 4:00,Ⅳ,19.3,8.1,8.42,450,33.6,3.94,0.025,0.062,1.95,0.049,18393880,正常,2024_05_02_07h32m
落蓬湾,2024/5/2 4:00,Ⅲ,20.4,7.73,5.92,365.5,73.2,3.55,0.09,0.041,2.2,*,*,正常,2024_05_02_07h32m
汤溇,2024/5/2 4:00,Ⅱ,20,7.47,6.12,381.7,30.2,2.59,0.17,0.037,2.16,*,*,正常,2024_05_02_07h32m
小梅口,2024/5/2 4:00,Ⅱ,20.4,7.33,6.17,251.9,36.3,2.58,0.04,0.045,2.37,*,*,正常,2024_05_02_07h32m
锡东水厂,2024/5/2 8:00,Ⅲ,17.2,8.37,8.43,474.2,36,2.36,0.025,0.03,0.97,0.004,1926160,正常,2024_05_02_11h33m
兰山嘴,2024/5/2 8:00,Ⅳ,18.7,7.54,9.13,416.2,53.6,2.42,0.025,0.062,2.18,0.008,8956522,正常,2024_05_02_11h33m
拖山,2024/5/2 8:00,Ⅳ,19.2,8.16,8.77,448.7,31,3.86,0.025,0.058,1.81,0.041,15997140,正常,2024_05_02_11h33m
落蓬湾,2024/5/2 8:00,Ⅲ,20.5,7.72,5.86,365.6,63.6,3.54,0.097,0.042,2.15,*,*,正常,2024_05_02_11h33m
汤溇,2024/5/2 8:00,Ⅲ,19.8,7.43,5.97,382.6,23.8,2.71,0.184,0.036,2.18,*,*,正常,2024_05_02_11h33m
小梅口,2024/5/2 8:00,Ⅱ,20.4,7.26,6.11,234.3,37.5,2.48,0.042,0.047,2.2,*,*,正常,2024_05_02_11h33m
锡东水厂,2024/5/2 12:00,Ⅲ,17.8,8.47,8.71,474.1,36.9,2.15,0.025,0.029,0.91,0.007,2480490,正常,2024_05_02_15h33m
兰山嘴,2024/5/2 12:00,Ⅳ,19.8,7.76,9.72,435.7,49.1,2.72,0.025,0.062,2.15,0.016,9826087,正常,2024_05_02_15h33m
拖山,2024/5/2 12:00,Ⅳ,19.8,8.33,9.99,445.5,32.5,4.3,0.025,0.06,1.96,0.045,17707750,正常,2024_05_02_15h33m
落蓬湾,2024/5/2 12:00,Ⅲ,20.6,7.72,5.81,365.1,73.2,3.66,0.118,0.044,2.2,*,*,正常,2024_05_02_15h33m
汤溇,2024/5/2 12:00,Ⅱ,20.5,7.45,6.44,385.7,23.7,2.6,0.181,0.036,2.22,*,*,正常,2024_05_02_15h33m
小梅口,2024/5/2 12:00,Ⅱ,20.6,7.3,6.53,244.3,31.2,2.37,0.037,0.043,2.13,*,*,正常,2024_05_02_15h33m
锡东水厂,2024/5/2 16:00,Ⅲ,18.3,8.53,9.01,474.3,31.8,2.32,0.025,0.03,0.86,0.006,2059990,正常,2024_05_02_19h34m
兰山嘴,2024/5/2 16:00,Ⅳ,19.4,7.73,9.58,411.2,52.6,2.51,0.025,0.058,2.35,0.007,8695652,正常,2024_05_02_19h34m
拖山,2024/5/2 16:00,Ⅳ,20.1,8.37,10.24,442.8,34.7,4.07,0.025,0.054,1.78,0.041,11559810,正常,2024_05_02_19h34m
落蓬湾,2024/5/2 16:00,Ⅱ,21.1,7.79,6.39,365.8,68.4,3.62,0.102,0.043,2.18,*,*,正常,2024_05_02_19h34m
汤溇,2024/5/2 16:00,Ⅱ,21.1,7.7,8.09,403.3,30.3,2.5,0.102,0.033,2,*,*,正常,2024_05_02_19h34m
小梅口,2024/5/2 16:00,Ⅱ,21,7.3,6.69,242,36.2,2.41,0.035,0.044,2.22,*,*,正常,2024_05_02_19h34m
锡东水厂,2024/5/2 20:00,Ⅲ,18.2,8.55,9,474.2,31.8,1.99,0.025,0.029,0.91,0.007,2233110,正常,2024_05_02_23h35m
兰山嘴,2024/5/2 20:00,Ⅳ,19,7.57,9.24,401.5,67.4,2.94,0.025,0.078,2.56,0.007,8826087,正常,2024_05_02_23h35m
拖山,2024/5/2 20:00,Ⅳ,19.9,8.25,9.34,442.4,42.4,4.01,0.025,0.053,1.74,0.038,10876520,正常,2024_05_02_23h35m
落蓬湾,2024/5/2 20:00,Ⅱ,20.6,7.82,6.45,365.9,67.3,3.24,0.066,0.039,2.17,*,*,正常,2024_05_02_23h35m
汤溇,2024/5/2 20:00,Ⅱ,20.8,7.8,8.12,411.8,30.5,2.48,0.089,0.034,1.92,*,*,正常,2024_05_02_23h35m
小梅口,2024/5/2 20:00,Ⅱ,21,7.29,6.68,236.2,31.4,2.5,0.031,0.043,2.58,*,*,正常,2024_05_02_23h35m
锡东水厂,2024/5/2 20:00,Ⅲ,18.2,8.55,9,474.2,31.8,1.99,0.025,0.029,0.91,0.007,2233110,正常,2024_05_03_03h36m
兰山嘴,2024/5/3 0:00,Ⅳ,18.7,7.53,9.16,398.8,81.4,2.94,0.025,0.094,2.56,0.007,8913043,正常,2024_05_03_03h36m
拖山,2024/5/3 0:00,Ⅳ,19.7,8.33,9.54,441.9,33.6,4.01,0.025,0.055,1.85,0.041,12074220,正常,2024_05_03_03h36m
落蓬湾,2024/5/3 0:00,Ⅱ,20.3,7.82,6.32,366.5,58.2,3.24,0.066,0.039,2.17,*,*,正常,2024_05_03_03h36m
汤溇,2024/5/2 20:00,Ⅱ,20.8,7.8,8.12,411.8,30.5,2.48,0.089,0.034,1.92,*,*,正常,2024_05_03_03h36m
小梅口,2024/5/3 0:00,Ⅱ,21,7.29,6.68,236.2,31.4,2.5,0.031,0.043,2.58,*,*,正常,2024_05_03_03h36m
锡东水厂,2024/5/3 4:00,Ⅲ,17.5,8.42,8.56,474.8,34.2,2.15,0.025,0.027,0.94,0.003,1585120,正常,2024_05_03_07h36m
兰山嘴,2024/5/3 4:00,Ⅳ,18.6,7.5,9.09,395.5,84,3.16,0.025,0.088,2.64,0.008,9086957,正常,2024_05_03_07h36m
拖山,2024/5/3 4:00,Ⅳ,19.4,8.25,9.01,443.2,29.8,4.16,0.025,0.055,1.86,0.041,11560330,正常,2024_05_03_07h36m
落蓬湾,2024/5/3 4:00,Ⅱ,20.2,7.82,6.27,366.5,70.4,3.29,0.066,0.039,2.16,*,*,正常,2024_05_03_07h36m
汤溇,2024/5/3 4:00,Ⅱ,20.5,7.4,6.54,395.9,21.8,2.7,0.169,0.036,2.19,*,*,正常,2024_05_03_07h36m
小梅口,2024/5/3 4:00,Ⅱ,20.5,7.32,6.35,265.9,27.5,2.78,0.028,0.039,2.37,*,*,正常,2024_05_03_07h36m
锡东水厂,2024/5/3 8:00,Ⅲ,17.5,8.43,8.75,476.4,30.2,2.16,0.025,0.027,0.98,0.004,1928210,正常,2024_05_03_11h37m
兰山嘴,2024/5/3 8:00,Ⅳ,18.7,7.62,9.25,416.1,76.7,2.96,0.025,0.078,--,0.009,9347826,维护,2024_05_03_11h37m
拖山,2024/5/3 8:00,Ⅳ,19.2,8.28,9.02,446.1,32.5,4.19,0.025,0.056,1.78,0.045,12370910,正常,2024_05_03_11h37m
落蓬湾,2024/5/3 8:00,Ⅱ,20,7.86,6.58,366.6,70.1,3.25,0.062,0.038,2.14,*,*,正常,2024_05_03_11h37m
汤溇,2024/5/3 8:00,Ⅱ,20.4,7.4,6.15,398.1,24.1,2.73,0.161,0.041,2.2,*,*,正常,2024_05_03_11h37m
小梅口,2024/5/3 8:00,Ⅲ,20.5,7.25,5.86,246.2,32.4,2.86,0.044,0.042,2.32,*,*,正常,2024_05_03_11h37m
锡东水厂,2024/5/3 12:00,Ⅲ,18.2,8.52,9.01,474.8,32.1,2.16,0.025,0.028,0.89,0.007,2396550,正常,2024_05_03_15h38m
兰山嘴,2024/5/3 12:00,Ⅳ,19.2,7.59,9.27,411.8,79.2,2.9,0.025,0.084,2.18,0.008,9434783,正常,2024_05_03_15h38m
拖山,2024/5/3 12:00,Ⅳ,19.9,8.32,9.42,441.2,31.7,4.05,0.025,0.053,1.82,0.036,10214810,正常,2024_05_03_15h38m
落蓬湾,2024/5/3 12:00,Ⅱ,20.6,7.82,6.42,366.2,88.2,3.39,0.088,0.041,2.16,*,*,正常,2024_05_03_15h38m
汤溇,2024/5/3 12:00,Ⅲ,21,7.37,5.46,412.4,23.8,2.86,0.219,0.041,2.45,*,*,正常,2024_05_03_15h38m
小梅口,2024/5/3 12:00,Ⅱ,20.5,7.24,6.01,246.5,30.5,2.64,0.036,0.042,2.41,*,*,正常,2024_05_03_15h38m
锡东水厂,2024/5/3 16:00,Ⅲ,20.4,8.57,8.49,476.6,33.6,2.2,0.025,0.036,1.01,0.006,2102180,正常,2024_05_03_19h38m
兰山嘴,2024/5/3 16:00,Ⅴ,19.8,7.52,9.18,385.6,92.5,3.1,0.025,0.101,2.44,0.007,9565217,正常,2024_05_03_19h38m
拖山,2024/5/3 16:00,Ⅳ,20.2,8.35,9.71,437.6,55.2,4.37,0.025,0.065,1.88,0.04,12554760,正常,2024_05_03_19h38m
落蓬湾,2024/5/3 16:00,Ⅱ,20.8,7.83,6.44,365.5,78.4,3.48,0.1,0.045,2.17,*,*,正常,2024_05_03_19h38m
汤溇,2024/5/3 16:00,Ⅱ,22,7.5,7.4,417.1,29.2,2.88,0.184,0.038,2.46,*,*,正常,2024_05_03_19h38m
小梅口,2024/5/3 16:00,Ⅱ,20.9,7.29,6.54,249.6,28.7,2.52,0.035,0.041,2.35,*,*,正常,2024_05_03_19h38m
锡东水厂,2024/5/3 20:00,Ⅲ,20.2,8.52,8.32,478.2,33.2,1.95,0.025,0.031,0.99,0.008,2488670,正常,2024_05_03_23h39m
兰山嘴,2024/5/3 20:00,Ⅴ,19.7,7.58,9.18,385.5,114,3.99,0.025,0.101,2.35,0.011,10391300,正常,2024_05_03_23h39m
拖山,2024/5/3 20:00,Ⅳ,20,8.3,9.24,438.5,53,4.32,0.025,0.065,1.83,0.042,12319760,正常,2024_05_03_23h39m
落蓬湾,2024/5/3 20:00,Ⅲ,20.5,7.75,5.82,363.6,97.1,3.67,0.157,0.05,2.22,*,*,正常,2024_05_03_23h39m
汤溇,2024/5/3 20:00,Ⅱ,22.2,7.57,7.8,418.3,25.9,2.87,0.216,0.039,2.49,*,*,正常,2024_05_03_23h39m
小梅口,2024/5/3 20:00,Ⅱ,20.8,7.3,6.71,254.8,32.1,2.82,0.035,0.039,2.45,*,*,正常,2024_05_03_23h39m
锡东水厂,2024/5/3 20:00,Ⅲ,20.2,8.52,8.32,478.2,33.2,1.95,0.025,0.031,0.99,0.008,2488670,正常,2024_05_04_03h40m
兰山嘴,2024/5/4 0:00,Ⅴ,19.2,7.6,9.18,400.4,114.3,3.99,0.025,0.144,2.35,0.009,9913043,正常,2024_05_04_03h40m
拖山,2024/5/4 0:00,Ⅳ,19.7,8.27,9.11,428,65.1,4.32,0.025,0.078,2.11,0.047,15292060,正常,2024_05_04_03h40m
落蓬湾,2024/5/4 0:00,Ⅱ,20.3,7.78,6.03,364.1,58.1,3.67,0.157,0.05,2.22,*,*,正常,2024_05_04_03h40m
汤溇,2024/5/3 20:00,Ⅱ,22.2,7.57,7.8,418.3,25.9,2.87,0.216,0.039,2.49,*,*,正常,2024_05_04_03h40m
小梅口,2024/5/4 0:00,Ⅱ,20.8,7.3,6.71,254.8,32.1,2.82,0.035,0.039,2.45,*,*,正常,2024_05_04_03h40m
锡东水厂,2024/5/4 4:00,Ⅲ,19.4,8.49,7.9,478.2,30.1,2.11,0.025,0.033,0.94,0.008,2526530,正常,2024_05_04_07h40m
兰山嘴,2024/5/4 4:00,Ⅳ,18.9,7.6,9.13,411.3,96.6,3.05,0.025,0.098,2.12,0.008,9347826,正常,2024_05_04_07h40m
拖山,2024/5/4 4:00,Ⅳ,19.5,8.14,8.39,431.2,56.6,4.44,0.025,0.07,1.96,0.036,11862260,正常,2024_05_04_07h40m
落蓬湾,2024/5/4 4:00,Ⅱ,20.1,7.79,6.04,363.9,74.3,3.51,0.11,0.052,2.36,*,*,正常,2024_05_04_07h40m
汤溇,2024/5/4 4:00,Ⅱ,20.4,7.67,7.22,414.7,34.8,2.62,0.121,0.042,2.32,*,*,正常,2024_05_04_07h40m
小梅口,2024/5/4 4:00,Ⅱ,20.5,7.36,6.64,273.4,37.2,2.97,0.035,0.045,2.26,*,*,正常,2024_05_04_07h40m
锡东水厂,2024/5/4 8:00,Ⅲ,19.3,8.49,7.9,477.8,29.6,1.95,0.025,0.03,0.87,0.007,2459090,正常,2024_05_04_11h41m
兰山嘴,2024/5/4 8:00,Ⅴ,18.6,7.58,9.13,420.2,115.3,3.38,0.025,0.108,1.93,0.007,9739130,正常,2024_05_04_11h41m
拖山,2024/5/4 8:00,Ⅳ,19.2,8.11,8.11,426.5,65.4,4.46,0.025,0.077,1.92,0.037,13316830,正常,2024_05_04_11h41m
落蓬湾,2024/5/4 8:00,Ⅲ,20,7.77,5.97,363.2,75.9,3.57,0.111,0.043,3.12,*,*,正常,2024_05_04_11h41m
汤溇,2024/5/4 8:00,Ⅱ,20.3,7.63,6.81,415.5,35.6,2.67,0.144,0.039,2.29,*,*,正常,2024_05_04_11h41m
小梅口,2024/5/4 8:00,Ⅱ,20.5,7.36,6.45,281.6,40.2,3.14,0.036,0.045,2.11,*,*,正常,2024_05_04_11h41m
锡东水厂,2024/5/4 12:00,Ⅲ,19.3,8.49,7.98,479.4,33.2,2.11,0.025,0.028,1.03,0.005,2013120,正常,2024_05_04_15h42m
兰山嘴,2024/5/4 12:00,Ⅴ,18.6,7.64,9.21,433.5,110.2,3.25,0.025,0.123,1.9,0.008,9739130,正常,2024_05_04_15h42m
拖山,2024/5/4 12:00,Ⅳ,19.3,8.16,8.19,441,61.3,4.65,0.025,0.081,1.84,0.042,14327420,正常,2024_05_04_15h42m
落蓬湾,2024/5/4 12:00,Ⅲ,20.2,7.73,5.85,361.1,69.3,3.87,0.13,0.047,2.06,*,*,正常,2024_05_04_15h42m
汤溇,2024/5/4 12:00,Ⅱ,20.6,7.43,6.11,428.8,25.9,2.73,0.192,0.038,2.51,*,*,正常,2024_05_04_15h42m
小梅口,2024/5/4 12:00,Ⅱ,20.5,7.32,6.12,271.5,38.3,2.85,0.035,0.044,2.11,*,*,正常,2024_05_04_15h42m
锡东水厂,2024/5/4 16:00,Ⅲ,19.5,8.5,7.97,480.2,34.6,1.93,0.025,0.026,1.14,0.005,2035020,正常,2024_05_04_19h43m
兰山嘴,2024/5/4 16:00,Ⅴ,18.6,7.68,9.2,436.9,100.8,3.13,0.025,0.102,1.83,0.009,9739130,正常,2024_05_04_19h43m
拖山,2024/5/4 16:00,Ⅳ,19.3,8.15,8.39,441.5,72.7,4.79,0.025,0.089,1.86,0.039,13540290,正常,2024_05_04_19h43m
落蓬湾,2024/5/4 16:00,Ⅱ,20.3,7.8,6.25,361.8,91.3,3.71,0.089,0.041,2.09,*,*,正常,2024_05_04_19h43m
汤溇,2024/5/4 16:00,Ⅲ,20.8,7.74,7.8,404.6,32.6,2.65,0.524,0.038,2.44,*,*,正常,2024_05_04_19h43m
小梅口,2024/5/4 16:00,Ⅱ,20.5,7.37,6.64,283,34.7,2.81,0.031,0.045,2.18,*,*,正常,2024_05_04_19h43m
锡东水厂,2024/5/4 20:00,Ⅲ,19.4,8.44,7.91,478.7,31.6,1.95,0.025,0.029,0.94,0.008,2395330,正常,2024_05_04_23h43m
兰山嘴,2024/5/4 20:00,Ⅳ,18.6,7.68,9.13,439.3,84.6,2.82,0.025,0.083,1.84,0.008,9260870,正常,2024_05_04_23h43m
拖山,2024/5/4 20:00,Ⅳ,19.2,8.05,8.11,442.4,61.6,4.46,0.025,0.08,2.06,0.039,11983360,正常,2024_05_04_23h43m
落蓬湾,2024/5/4 20:00,Ⅱ,20.2,7.88,6.63,363.6,69.9,3.4,0.062,0.046,2.03,*,*,正常,2024_05_04_23h43m
汤溇,2024/5/4 20:00,Ⅱ,20.6,7.76,7.6,404,40.7,2.61,0.331,0.045,2.63,*,*,正常,2024_05_04_23h43m
小梅口,2024/5/4 20:00,Ⅱ,20.5,7.34,6.2,280,38.9,3.02,0.034,0.046,2.24,*,*,正常,2024_05_04_23h43m
锡东水厂,2024/5/4 20:00,Ⅲ,19.4,8.44,7.91,478.7,31.6,1.95,0.025,0.029,0.94,0.008,2395330,正常,2024_05_05_03h44m
兰山嘴,2024/5/5 0:00,Ⅳ,18.5,7.7,9.07,448.3,84.7,2.82,0.025,0.083,1.84,0.008,9173913,正常,2024_05_05_03h44m
拖山,2024/5/5 0:00,Ⅳ,19.1,7.94,7.76,440.2,57.6,4.46,0.025,0.08,2.06,0.034,10742540,正常,2024_05_05_03h44m
落蓬湾,2024/5/5 0:00,Ⅱ,20.2,7.88,6.61,364.1,87.2,3.4,0.062,0.046,2.03,*,*,正常,2024_05_05_03h44m
汤溇,2024/5/4 20:00,Ⅱ,20.6,7.76,7.6,404,40.7,2.61,0.331,0.045,2.63,*,*,正常,2024_05_05_03h44m
小梅口,2024/5/5 0:00,Ⅱ,20.5,7.34,6.2,280,38.9,3.02,0.034,0.046,2.24,*,*,正常,2024_05_05_03h44m
锡东水厂,2024/5/5 4:00,Ⅲ,19.2,8.43,7.68,478.8,28.3,2.18,0.025,0.027,1.01,0.004,1570890,正常,2024_05_05_07h45m
兰山嘴,2024/5/5 4:00,Ⅳ,18.4,7.67,9,444.4,69.6,2.6,0.025,0.076,1.87,0.008,8565217,正常,2024_05_05_07h45m
拖山,2024/5/5 4:00,Ⅳ,18.9,7.8,7.5,447.8,59.4,3.95,0.025,0.076,1.88,0.032,10239700,正常,2024_05_05_07h45m
落蓬湾,2024/5/5 4:00,Ⅱ,20.1,7.85,6.37,362.9,63.7,3.4,0.057,0.038,1.99,*,*,正常,2024_05_05_07h45m
汤溇,2024/5/5 4:00,Ⅱ,20.4,7.63,6.99,404.3,32,2.54,0.366,0.044,2.81,*,*,正常,2024_05_05_07h45m
小梅口,2024/5/5 4:00,Ⅲ,20.4,7.28,5.32,277.7,37.1,2.58,0.038,0.043,2.27,*,*,正常,2024_05_05_07h45m
